family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
CNN,n01667114,n01728920,True,3,mud_turtle,ringneck_snake,1791,0.2
CNN,n01667114,n01883070,False,3,mud_turtle,wombat,1791,0.2
CNN,n01667114,n02071294,False,3,mud_turtle,killer_whale,1791,0.2
ViT,n02730930,n03983396,False,3,apron,pop_bottle,1104,0.3
ViT,n02730930,n03991062,False,3,apron,pot,1104,0.3
ViT,n15075141,n04592741,False,3,toilet_tissue,wing,1344,0.2
ViT,n15075141,n09246464,False,3,toilet_tissue,cliff,1344,0.2
ViT,n15075141,n09472597,False,3,toilet_tissue,volcano,1344,0.2
ViT,n15075141,n12620546,False,3,toilet_tissue,hip,1344,0.2
ViT,n02730930,n04201297,False,3,apron,shoji,1104,0.3
ViT,n15075141,n07930864,False,3,toilet_tissue,cup,1344,0.2
CNN,n03887697,n02123597,False,3,paper_towel,Siamese_cat,1815,0.2
ViT,n04133789,n03887697,True,3,sandal,paper_towel,1123,0.3
CNN,n03887697,n02437312,False,3,paper_towel,Arabian_camel,1815,0.2
ViT,n04133789,n03794056,False,3,sandal,mousetrap,1123,0.3
ViT,n02730930,n03787032,True,3,apron,mortarboard,1104,0.3
ViT,n02730930,n03709823,False,3,apron,mailbag,1104,0.3
ViT,n02730930,n03594734,True,3,apron,jean,1104,0.3
ViT,n02730930,n04033995,False,3,apron,quilt,1104,0.3
ViT,n04133789,n03944341,False,3,sandal,pinwheel,1123,0.3
ViT,n10148035,n01773549,False,3,groom,barn_spider,1049,0.3
CNN,n01698640,n09229709,False,3,American_alligator,bubble,1638,0.2
CNN,n03877472,n12620546,False,3,pajama,hip,1729,0.2
CNN,n03877472,n09835506,False,3,pajama,ballplayer,1729,0.2
ViT,n04133789,n04200800,False,3,sandal,shoe_shop,1123,0.3
ViT,n04133789,n04074963,False,3,sandal,remote_control,1123,0.3
CNN,n03887697,n02834397,True,3,paper_towel,bib,1815,0.2
ViT,n02730930,n04026417,False,3,apron,purse,1104,0.3
CNN,n04376876,n02089973,False,3,syringe,English_foxhound,1674,0.2
ViT,n03782006,n02871525,False,3,monitor,bookshop,1364,0.2
ViT,n03782006,n02788148,False,3,monitor,bannister,1364,0.2
ViT,n03782006,n02692877,False,3,monitor,airship,1364,0.2
CNN,n04357314,n03868863,False,3,sunscreen,oxygen_mask,1942,0.2
CNN,n01755581,n04326547,False,3,diamondback,stone_wall,1730,0.2
CNN,n01755581,n03794056,False,3,diamondback,mousetrap,1730,0.2
CNN,n02808440,n03857828,False,3,bathtub,oscilloscope,2031,0.1
CNN,n02808440,n03929660,False,3,bathtub,pick,2031,0.1
CNN,n02808440,n04153751,False,3,bathtub,screw,2031,0.1
CNN,n02808440,n03444034,False,3,bathtub,go-kart,2031,0.1
CNN,n02808440,n04074963,False,3,bathtub,remote_control,2031,0.1
ViT,n02747177,n02346627,False,3,ashcan,porcupine,1206,0.2
ViT,n02747177,n02441942,False,3,ashcan,weasel,1206,0.2
ViT,n02730930,n03530642,False,3,apron,honeycomb,1104,0.3
CNN,n03633091,n07711569,False,3,ladle,mashed_potato,1894,0.2
ViT,n04239074,n03485794,False,3,sliding_door,handkerchief,1277,0.2
ViT,n04239074,n03384352,False,3,sliding_door,forklift,1277,0.2
ViT,n04239074,n03590841,False,3,sliding_door,jack-o'-lantern,1277,0.2
CNN,n03633091,n04604644,False,3,ladle,worm_fence,1894,0.2
CNN,n03633091,n06785654,False,3,ladle,crossword_puzzle,1894,0.2
CNN,n03633091,n06874185,False,3,ladle,traffic_light,1894,0.2
ViT,n04239074,n03476991,False,3,sliding_door,hair_spray,1277,0.2
ViT,n03476991,n04536866,False,3,hair_spray,violin,1245,0.2
ViT,n03476991,n06596364,False,3,hair_spray,comic_book,1245,0.2
ViT,n01737021,n11879895,False,3,water_snake,rapeseed,1191,0.3
ViT,n01737021,n12267677,False,3,water_snake,acorn,1191,0.3
ViT,n02971356,n03657121,False,3,carton,lens_cap,1308,0.2
ViT,n02971356,n03666591,False,3,carton,lighter,1308,0.2
ViT,n02971356,n03793489,False,3,carton,mouse,1308,0.2
ViT,n01737021,n04525038,False,3,water_snake,velvet,1191,0.3
CNN,n04067472,n01632458,False,3,reel,spotted_salamander,1763,0.2
CNN,n04067472,n01496331,False,3,reel,electric_ray,1763,0.2
ViT,n03995372,n12620546,False,3,power_drill,hip,1258,0.2
CNN,n04041544,n06785654,False,3,radio,crossword_puzzle,1899,0.2
CNN,n04041544,n06874185,False,3,radio,traffic_light,1899,0.2
CNN,n04041544,n04552348,False,3,radio,warplane,1899,0.2
CNN,n04041544,n04557648,False,3,radio,water_bottle,1899,0.2
ViT,n03476991,n04517823,False,3,hair_spray,vacuum,1245,0.2
ViT,n04550184,n04417672,False,3,wardrobe,thatch,1082,0.3
ViT,n04550184,n04265275,False,3,wardrobe,space_heater,1082,0.3
ViT,n04550184,n04153751,False,3,wardrobe,screw,1082,0.3
CNN,n04067472,n01687978,False,3,reel,agama,1763,0.2
ViT,n03995372,n04548280,False,3,power_drill,wall_clock,1258,0.2
ViT,n03995372,n04553703,False,3,power_drill,washbasin,1258,0.2
CNN,n04067472,n01582220,False,3,reel,magpie,1763,0.2
CNN,n04067472,n01614925,False,3,reel,bald_eagle,1763,0.2
CNN,n04067472,n01665541,False,3,reel,leatherback_turtle,1763,0.2
CNN,n03633091,n04553703,True,3,ladle,washbasin,1894,0.2
CNN,n03633091,n04592741,False,3,ladle,wing,1894,0.2
CNN,n03633091,n07717556,False,3,ladle,butternut_squash,1894,0.2
CNN,n03633091,n07875152,False,3,ladle,potpie,1894,0.2
CNN,n03633091,n04536866,False,3,ladle,violin,1894,0.2
CNN,n03633091,n04418357,False,3,ladle,theater_curtain,1894,0.2
ViT,n04239074,n03804744,False,3,sliding_door,nail,1277,0.2
CNN,n01985128,n04522168,False,3,crayfish,vase,1822,0.2
CNN,n01985128,n04557648,False,3,crayfish,water_bottle,1822,0.2
CNN,n02109047,n01968897,False,3,Great_Dane,chambered_nautilus,1707,0.2
CNN,n02109047,n02074367,False,3,Great_Dane,dugong,1707,0.2
CNN,n04041544,n04591713,False,3,radio,wine_bottle,1899,0.2
ViT,n07614500,n01986214,False,3,ice_cream,hermit_crab,1284,0.2
CNN,n01985128,n07248320,False,3,crayfish,book_jacket,1822,0.2
CNN,n04067472,n01773157,False,3,reel,black_and_gold_garden_spider,1763,0.2
CNN,n01737021,n12057211,False,3,water_snake,yellow_lady's_slipper,1768,0.2
CNN,n01737021,n12620546,False,3,water_snake,hip,1768,0.2
ViT,n07880968,n03733281,False,3,burrito,maze,1192,0.3
CNN,n01737021,n13133613,False,3,water_snake,ear,1768,0.2
CNN,n02109047,n01833805,False,3,Great_Dane,hummingbird,1707,0.2
ViT,n07614500,n01776313,False,3,ice_cream,tick,1284,0.2
ViT,n07614500,n01784675,False,3,ice_cream,centipede,1284,0.2
ViT,n07614500,n01443537,False,3,ice_cream,goldfish,1284,0.2
CNN,n03633091,n04548280,False,3,ladle,wall_clock,1894,0.2
CNN,n07614500,n03544143,False,3,ice_cream,hourglass,1966,0.2
CNN,n07614500,n02799071,False,3,ice_cream,baseball,1966,0.2
CNN,n04067472,n02823428,False,3,reel,beer_bottle,1763,0.2
ViT,n03995372,n04599235,False,3,power_drill,wool,1258,0.2
CNN,n04067472,n01968897,False,3,reel,chambered_nautilus,1763,0.2
CNN,n01740131,n01687978,True,3,night_snake,agama,2018,0.1
CNN,n07614500,n03444034,False,3,ice_cream,go-kart,1966,0.2
CNN,n07614500,n02172182,False,3,ice_cream,dung_beetle,1966,0.2
ViT,n07880968,n03476684,False,3,burrito,hair_slide,1192,0.3
CNN,n01697457,n04389033,False,3,African_crocodile,tank,1806,0.2
CNN,n01697457,n04254680,False,3,African_crocodile,soccer_ball,1806,0.2
CNN,n01697457,n04153751,False,3,African_crocodile,screw,1806,0.2
ViT,n04239074,n03776460,False,3,sliding_door,mobile_home,1277,0.2
CNN,n03633091,n04127249,False,3,ladle,safety_pin,1894,0.2
CNN,n03633091,n04192698,False,3,ladle,shield,1894,0.2
ViT,n03476991,n09472597,False,3,hair_spray,volcano,1245,0.2
CNN,n04067472,n03425413,True,3,reel,gas_pump,1763,0.2
CNN,n04067472,n02497673,False,3,reel,Madagascar_cat,1763,0.2
ViT,n03995372,n04266014,False,3,power_drill,space_shuttle,1258,0.2
CNN,n04067472,n02787622,False,3,reel,banjo,1763,0.2
ViT,n03995372,n04252225,False,3,power_drill,snowplow,1258,0.2
CNN,n04067472,n02493793,False,3,reel,spider_monkey,1763,0.2
ViT,n03481172,n02669723,False,3,hammer,academic_gown,1254,0.2
ViT,n03995372,n04270147,True,3,power_drill,spatula,1258,0.2
CNN,n04067472,n02172182,False,3,reel,dung_beetle,1763,0.2
ViT,n03995372,n04456115,False,3,power_drill,torch,1258,0.2
ViT,n03995372,n04462240,False,3,power_drill,toyshop,1258,0.2
ViT,n03995372,n04404412,False,3,power_drill,television,1258,0.2
ViT,n03995372,n04501370,False,3,power_drill,turnstile,1258,0.2
ViT,n03481172,n01687978,False,3,hammer,agama,1254,0.2
ViT,n03481172,n01698640,False,3,hammer,American_alligator,1254,0.2
ViT,n04239074,n03761084,False,3,sliding_door,microwave,1277,0.2
CNN,n03633091,n04258138,False,3,ladle,solar_dish,1894,0.2
ViT,n04239074,n03691459,False,3,sliding_door,loudspeaker,1277,0.2
ViT,n02971356,n03661043,False,3,carton,library,1308,0.2
ViT,n01737021,n15075141,False,3,water_snake,toilet_tissue,1191,0.3
ViT,n10148035,n09229709,True,3,groom,bubble,1049,0.3
ViT,n02971356,n03623198,False,3,carton,knee_pad,1308,0.2
ViT,n03995372,n04090263,False,3,power_drill,rifle,1258,0.2
CNN,n03633091,n10565667,False,3,ladle,scuba_diver,1894,0.2
ViT,n07880968,n03272010,False,3,burrito,electric_guitar,1192,0.3
ViT,n07880968,n03125729,False,3,burrito,cradle,1192,0.3
ViT,n03481172,n02500267,False,3,hammer,indri,1254,0.2
ViT,n03995372,n04033901,True,3,power_drill,quill,1258,0.2
CNN,n04067472,n02974003,True,3,reel,car_wheel,1763,0.2
CNN,n04067472,n03062245,False,3,reel,cocktail_shaker,1763,0.2
ViT,n03481172,n02233338,False,3,hammer,cockroach,1254,0.2
ViT,n04004767,n02992211,False,3,printer,cello,1266,0.2
CNN,n03633091,n04118776,False,3,ladle,rule,1894,0.2
CNN,n03633091,n04008634,False,3,ladle,projectile,1894,0.2
CNN,n03633091,n04033995,False,3,ladle,quilt,1894,0.2
CNN,n03633091,n04040759,False,3,ladle,radiator,1894,0.2
CNN,n03633091,n04443257,False,3,ladle,tobacco_shop,1894,0.2
CNN,n03633091,n04456115,False,3,ladle,torch,1894,0.2
CNN,n03633091,n04479046,False,3,ladle,trench_coat,1894,0.2
ViT,n01740131,n01632458,True,3,night_snake,spotted_salamander,1364,0.2
ViT,n02971356,n03733281,False,3,carton,maze,1308,0.2
ViT,n01737021,n04153751,False,3,water_snake,screw,1191,0.3
ViT,n01737021,n04204347,False,3,water_snake,shopping_cart,1191,0.3
ViT,n01737021,n04228054,False,3,water_snake,ski,1191,0.3
ViT,n04004767,n02787622,False,3,printer,banjo,1266,0.2
ViT,n04004767,n02708093,True,3,printer,analog_clock,1266,0.2
ViT,n04004767,n02965783,True,3,printer,car_mirror,1266,0.2
ViT,n04239074,n03916031,False,3,sliding_door,perfume,1277,0.2
CNN,n03633091,n13044778,False,3,ladle,earthstar,1894,0.2
ViT,n04239074,n03201208,False,3,sliding_door,dining_table,1277,0.2
CNN,n03633091,n07930864,False,3,ladle,cup,1894,0.2
CNN,n03633091,n07932039,False,3,ladle,eggnog,1894,0.2
ViT,n04239074,n03250847,False,3,sliding_door,drumstick,1277,0.2
ViT,n04239074,n03131574,False,3,sliding_door,crib,1277,0.2
ViT,n04239074,n03141823,False,3,sliding_door,crutch,1277,0.2
CNN,n04067472,n03452741,False,3,reel,grand_piano,1763,0.2
CNN,n04067472,n03461385,False,3,reel,grocery_store,1763,0.2
ViT,n04239074,n02823428,False,3,sliding_door,beer_bottle,1277,0.2
ViT,n04239074,n03017168,False,3,sliding_door,chime,1277,0.2
CNN,n03661043,n02791270,True,3,library,barbershop,1808,0.2
ViT,n04239074,n02859443,True,3,sliding_door,boathouse,1277,0.2
ViT,n04239074,n02793495,True,3,sliding_door,barn,1277,0.2
ViT,n01737021,n03944341,False,3,water_snake,pinwheel,1191,0.3
ViT,n03481172,n02445715,False,3,hammer,skunk,1254,0.2
ViT,n03481172,n02788148,False,3,hammer,bannister,1254,0.2
CNN,n07614500,n01914609,False,3,ice_cream,sea_anemone,1966,0.2
CNN,n07614500,n01773549,False,3,ice_cream,barn_spider,1966,0.2
CNN,n04067472,n03590841,True,3,reel,jack-o'-lantern,1763,0.2
CNN,n01985128,n04286575,False,3,crayfish,spotlight,1822,0.2
ViT,n07614500,n02129165,False,3,ice_cream,lion,1284,0.2
CNN,n04067472,n03498962,False,3,reel,hatchet,1763,0.2
ViT,n01740131,n01667778,True,3,night_snake,terrapin,1364,0.2
ViT,n01740131,n01443537,False,3,night_snake,goldfish,1364,0.2
ViT,n01740131,n01601694,False,3,night_snake,water_ouzel,1364,0.2
ViT,n10148035,n04479046,False,3,groom,trench_coat,1049,0.3
ViT,n10148035,n04487394,False,3,groom,trombone,1049,0.3
CNN,n01697457,n04404412,False,3,African_crocodile,television,1806,0.2
CNN,n01697457,n04409515,False,3,African_crocodile,tennis_ball,1806,0.2
CNN,n07614500,n02443114,False,3,ice_cream,polecat,1966,0.2
ViT,n03481172,n02321529,False,3,hammer,sea_cucumber,1254,0.2
CNN,n07614500,n02747177,False,3,ice_cream,ashcan,1966,0.2
CNN,n02776631,n01950731,False,3,bakery,sea_slug,1981,0.2
CNN,n02776631,n01675722,False,3,bakery,banded_gecko,1981,0.2
CNN,n02776631,n01748264,False,3,bakery,Indian_cobra,1981,0.2
ViT,n04550184,n03958227,False,3,wardrobe,plastic_bag,1082,0.3
CNN,n03633091,n03874293,False,3,ladle,paddlewheel,1894,0.2
CNN,n02769748,n07717410,False,3,backpack,acorn_squash,2053,0.1
ViT,n04239074,n04040759,False,3,sliding_door,radiator,1277,0.2
ViT,n04239074,n03976657,False,3,sliding_door,pole,1277,0.2
ViT,n04239074,n04153751,False,3,sliding_door,screw,1277,0.2
CNN,n03633091,n03706229,False,3,ladle,magnetic_compass,1894,0.2
CNN,n03633091,n03623198,False,3,ladle,knee_pad,1894,0.2
CNN,n04067472,n03535780,False,3,reel,horizontal_bar,1763,0.2
CNN,n04067472,n03627232,True,3,reel,knot,1763,0.2
ViT,n07614500,n01968897,False,3,ice_cream,chambered_nautilus,1284,0.2
CNN,n04041544,n04070727,True,3,radio,refrigerator,1899,0.2
CNN,n04041544,n04273569,False,3,radio,speedboat,1899,0.2
CNN,n04041544,n03888257,True,3,radio,parachute,1899,0.2
ViT,n01740131,n01776313,False,3,night_snake,tick,1364,0.2
CNN,n03633091,n03840681,False,3,ladle,ocarina,1894,0.2
CNN,n03633091,n03868863,False,3,ladle,oxygen_mask,1894,0.2
ViT,n04239074,n03983396,False,3,sliding_door,pop_bottle,1277,0.2
CNN,n03633091,n03930313,False,3,ladle,picket_fence,1894,0.2
CNN,n07614500,n03637318,False,3,ice_cream,lampshade,1966,0.2
CNN,n07614500,n03998194,False,3,ice_cream,prayer_rug,1966,0.2
CNN,n04041544,n04252225,False,3,radio,snowplow,1899,0.2
ViT,n04004767,n02860847,False,3,printer,bobsled,1266,0.2
CNN,n04041544,n09229709,False,3,radio,bubble,1899,0.2
CNN,n04041544,n04192698,False,3,radio,shield,1899,0.2
CNN,n04041544,n04204347,False,3,radio,shopping_cart,1899,0.2
CNN,n04041544,n04141327,False,3,radio,scabbard,1899,0.2
ViT,n01737021,n03958227,False,3,water_snake,plastic_bag,1191,0.3
ViT,n01737021,n07753592,False,3,water_snake,banana,1191,0.3
ViT,n01737021,n07734744,False,3,water_snake,mushroom,1191,0.3
ViT,n01737021,n07742313,False,3,water_snake,Granny_Smith,1191,0.3
CNN,n07614500,n04033995,False,3,ice_cream,quilt,1966,0.2
CNN,n07614500,n03720891,False,3,ice_cream,maraca,1966,0.2
CNN,n07614500,n03724870,False,3,ice_cream,mask,1966,0.2
CNN,n07614500,n03223299,False,3,ice_cream,doormat,1966,0.2
ViT,n02971356,n03417042,False,3,carton,garbage_truck,1308,0.2
ViT,n03481172,n02910353,False,3,hammer,buckle,1254,0.2
ViT,n03481172,n02807133,False,3,hammer,bathing_cap,1254,0.2
CNN,n06596364,n04532106,False,3,comic_book,vestment,1666,0.2
ViT,n03481172,n02877765,False,3,hammer,bottlecap,1254,0.2
ViT,n04004767,n03127747,False,3,printer,crash_helmet,1266,0.2
ViT,n04004767,n03127925,False,3,printer,crate,1266,0.2
ViT,n04004767,n03657121,False,3,printer,lens_cap,1266,0.2
ViT,n01740131,n01950731,False,3,night_snake,sea_slug,1364,0.2
ViT,n01740131,n01968897,False,3,night_snake,chambered_nautilus,1364,0.2
ViT,n01740131,n01873310,False,3,night_snake,platypus,1364,0.2
ViT,n02971356,n03207941,False,3,carton,dishwasher,1308,0.2
ViT,n02971356,n03249569,False,3,carton,drum,1308,0.2
ViT,n01740131,n01796340,False,3,night_snake,ptarmigan,1364,0.2
ViT,n02971356,n03534580,False,3,carton,hoopskirt,1308,0.2
ViT,n02971356,n03476991,False,3,carton,hair_spray,1308,0.2
CNN,n07614500,n01795545,False,3,ice_cream,black_grouse,1966,0.2
CNN,n07614500,n01665541,False,3,ice_cream,leatherback_turtle,1966,0.2
CNN,n03633091,n03404251,False,3,ladle,fur_coat,1894,0.2
CNN,n03633091,n03590841,False,3,ladle,jack-o'-lantern,1894,0.2
CNN,n03633091,n03599486,False,3,ladle,jinrikisha,1894,0.2
ViT,n04239074,n04286575,False,3,sliding_door,spotlight,1277,0.2
ViT,n04239074,n04254120,False,3,sliding_door,soap_dispenser,1277,0.2
ViT,n04239074,n04265275,False,3,sliding_door,space_heater,1277,0.2
CNN,n01985128,n12985857,False,3,crayfish,coral_fungus,1822,0.2
ViT,n07614500,n01944390,False,3,ice_cream,snail,1284,0.2
ViT,n07614500,n01950731,False,3,ice_cream,sea_slug,1284,0.2
CNN,n02109047,n01608432,False,3,Great_Dane,kite,1707,0.2
CNN,n02109047,n01616318,False,3,Great_Dane,vulture,1707,0.2
CNN,n02109047,n01665541,False,3,Great_Dane,leatherback_turtle,1707,0.2
CNN,n07614500,n02123394,False,3,ice_cream,Persian_cat,1966,0.2
CNN,n07614500,n02129165,False,3,ice_cream,lion,1966,0.2
CNN,n04067472,n03874599,True,3,reel,padlock,1763,0.2
ViT,n03995372,n03838899,False,3,power_drill,oboe,1258,0.2
CNN,n04067472,n03916031,False,3,reel,perfume,1763,0.2
ViT,n03995372,n03792782,False,3,power_drill,mountain_bike,1258,0.2
ViT,n03995372,n03793489,False,3,power_drill,mouse,1258,0.2
ViT,n03995372,n03794056,False,3,power_drill,mousetrap,1258,0.2
ViT,n03995372,n03742115,False,3,power_drill,medicine_chest,1258,0.2
ViT,n03481172,n02865351,False,3,hammer,bolo_tie,1254,0.2
ViT,n04239074,n03000134,True,3,sliding_door,chainlink_fence,1277,0.2
ViT,n04239074,n02815834,False,3,sliding_door,beaker,1277,0.2
CNN,n04067472,n03785016,False,3,reel,moped,1763,0.2
CNN,n04067472,n03794056,True,3,reel,mousetrap,1763,0.2
CNN,n04067472,n03709823,False,3,reel,mailbag,1763,0.2
CNN,n04067472,n04008634,False,3,reel,projectile,1763,0.2
CNN,n04067472,n03938244,False,3,reel,pillow,1763,0.2
CNN,n04067472,n03871628,False,3,reel,packet,1763,0.2
CNN,n07614500,n03804744,False,3,ice_cream,nail,1966,0.2
CNN,n07614500,n03595614,False,3,ice_cream,jersey,1966,0.2
ViT,n01737021,n03976657,False,3,water_snake,pole,1191,0.3
CNN,n03661043,n02825657,False,3,library,bell_cote,1808,0.2
CNN,n03661043,n03393912,False,3,library,freight_car,1808,0.2
CNN,n03661043,n02895154,False,3,library,breastplate,1808,0.2
ViT,n04239074,n03041632,False,3,sliding_door,cleaver,1277,0.2
ViT,n04239074,n02977058,False,3,sliding_door,cash_machine,1277,0.2
CNN,n04041544,n03777568,False,3,radio,Model_T,1899,0.2
CNN,n04041544,n03733281,True,3,radio,maze,1899,0.2
ViT,n04004767,n03400231,False,3,printer,frying_pan,1266,0.2
ViT,n06596364,n04548280,True,3,comic_book,wall_clock,1098,0.3
ViT,n06596364,n04487394,False,3,comic_book,trombone,1098,0.3
ViT,n06596364,n04525305,True,3,comic_book,vending_machine,1098,0.3
CNN,n04041544,n03895866,False,3,radio,passenger_car,1899,0.2
CNN,n04041544,n03920288,False,3,radio,Petri_dish,1899,0.2
CNN,n07614500,n03903868,False,3,ice_cream,pedestal,1966,0.2
ViT,n03476991,n04376876,False,3,hair_spray,syringe,1245,0.2
ViT,n04004767,n03355925,False,3,printer,flagpole,1266,0.2
ViT,n04239074,n04443257,True,3,sliding_door,tobacco_shop,1277,0.2
ViT,n04239074,n04461696,False,3,sliding_door,tow_truck,1277,0.2
CNN,n03633091,n03075370,False,3,ladle,combination_lock,1894,0.2
CNN,n03633091,n03045698,False,3,ladle,cloak,1894,0.2
CNN,n03633091,n03223299,False,3,ladle,doormat,1894,0.2
ViT,n02971356,n03998194,False,3,carton,prayer_rug,1308,0.2
CNN,n02769748,n04447861,False,3,backpack,toilet_seat,2053,0.1
CNN,n02769748,n04548280,False,3,backpack,wall_clock,2053,0.1
CNN,n03661043,n03447447,False,3,library,gondola,1808,0.2
CNN,n03661043,n03223299,False,3,library,doormat,1808,0.2
CNN,n07614500,n03937543,False,3,ice_cream,pill_bottle,1966,0.2
ViT,n03476991,n04399382,False,3,hair_spray,teddy,1245,0.2
ViT,n03476991,n04404412,False,3,hair_spray,television,1245,0.2
CNN,n04041544,n03841143,True,3,radio,odometer,1899,0.2
ViT,n03476991,n04039381,False,3,hair_spray,racket,1245,0.2
ViT,n03476991,n04149813,False,3,hair_spray,scoreboard,1245,0.2
ViT,n01737021,n07749582,False,3,water_snake,lemon,1191,0.3
ViT,n01737021,n03998194,False,3,water_snake,prayer_rug,1191,0.3
ViT,n01737021,n03658185,False,3,water_snake,letter_opener,1191,0.3
ViT,n01737021,n09229709,False,3,water_snake,bubble,1191,0.3
ViT,n02971356,n03995372,False,3,carton,power_drill,1308,0.2
CNN,n06596364,n04515003,False,3,comic_book,upright,1666,0.2
ViT,n03481172,n03017168,False,3,hammer,chime,1254,0.2
ViT,n03481172,n02939185,False,3,hammer,caldron,1254,0.2
CNN,n06596364,n04418357,False,3,comic_book,theater_curtain,1666,0.2
ViT,n01740131,n02011460,False,3,night_snake,bittern,1364,0.2
ViT,n02971356,n02948072,False,3,carton,candle,1308,0.2
ViT,n01740131,n01917289,False,3,night_snake,brain_coral,1364,0.2
CNN,n04041544,n03791053,False,3,radio,motor_scooter,1899,0.2
CNN,n01740131,n02326432,False,3,night_snake,hare,2018,0.1
CNN,n04067472,n04523525,False,3,reel,vault,1763,0.2
CNN,n04067472,n04493381,False,3,reel,tub,1763,0.2
CNN,n04081281,n01443537,False,3,restaurant,goldfish,1977,0.2
CNN,n04081281,n01496331,False,3,restaurant,electric_ray,1977,0.2
CNN,n04081281,n01630670,False,3,restaurant,common_newt,1977,0.2
CNN,n04067472,n11879895,False,3,reel,rapeseed,1763,0.2
CNN,n04067472,n04418357,False,3,reel,theater_curtain,1763,0.2
CNN,n01740131,n02123394,False,3,night_snake,Persian_cat,2018,0.1
CNN,n01740131,n02125311,False,3,night_snake,cougar,2018,0.1
CNN,n01740131,n02128757,False,3,night_snake,snow_leopard,2018,0.1
CNN,n01740131,n02128925,False,3,night_snake,jaguar,2018,0.1
CNN,n01740131,n02120505,False,3,night_snake,grey_fox,2018,0.1
CNN,n01740131,n02011460,False,3,night_snake,bittern,2018,0.1
CNN,n01740131,n02422699,False,3,night_snake,impala,2018,0.1
CNN,n01740131,n01924916,False,3,night_snake,flatworm,2018,0.1
CNN,n04067472,n04273569,False,3,reel,speedboat,1763,0.2
CNN,n04067472,n04443257,False,3,reel,tobacco_shop,1763,0.2
CNN,n04067472,n04356056,True,3,reel,sunglasses,1763,0.2
ViT,n03995372,n03763968,False,3,power_drill,military_uniform,1258,0.2
CNN,n04067472,n04033995,False,3,reel,quilt,1763,0.2
CNN,n06596364,n04111531,True,3,comic_book,rotisserie,1666,0.2
